customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total
7558-imlmt,no,male,0,yes,yes,67,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,20.8,1411.9
7560-qjavj,no,female,0,no,no,70,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),79.6,5589.45
7560-qrbxh,no,female,0,no,yes,48,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.95,936.7
7562-gsuhk,yes,female,0,no,no,16,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,credit card (automatic),93.2,1573.7
7562-uxtpg,no,female,0,no,no,13,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.15,886.7
7563-biupc,yes,male,0,no,no,5,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.6,415.55
7564-ghcvb,no,female,0,yes,yes,72,yes,yes,fiber optic,yes,no,no,no,no,no,two year,no,bank transfer (automatic),79.05,5730.7
7566-dsrlq,no,female,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,electronic check,110.15,7998.8
7567-ecmcm,no,male,0,no,no,24,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),79.85,2001
7568-podml,yes,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,mailed check,45.3,45.3
7569-nmzyq,no,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),118.75,8672.45
7570-welny,no,female,0,yes,no,68,yes,yes,fiber optic,yes,yes,no,no,no,no,two year,yes,bank transfer (automatic),84.7,5711.05
7571-yxdad,yes,female,0,no,no,2,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,credit card (automatic),74.9,147.15
7572-kpvkk,no,male,0,no,yes,62,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,yes,electronic check,104.05,6590.5
7576-aseju,no,female,0,yes,yes,41,yes,no,dsl,yes,no,no,yes,yes,yes,one year,yes,credit card (automatic),74.7,3187.65
7576-jmywv,no,female,1,yes,yes,46,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,electronic check,110.2,4972.1
7576-oywbn,yes,male,1,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,76.05,231.8
7577-swifr,no,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.25,89.25
7579-kkloe,no,male,0,yes,yes,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,mailed check,91.25,6589.6
7579-oopec,yes,female,1,yes,no,2,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,credit card (automatic),50.15,115.1
7580-ugxnc,yes,female,1,no,no,2,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,mailed check,54.85,104.2
7581-ebbou,no,female,0,no,no,60,yes,no,dsl,no,yes,yes,yes,yes,no,one year,yes,credit card (automatic),70.15,4224.7
7586-nhqea,,female,0,no,no,10,no,no phone service,dsl,no,no,no,yes,no,no,two year,yes,mailed check,29.6,299.05
7586-zatgz,no,male,0,no,no,40,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,84.9,3369.05
7587-aovvu,no,male,0,yes,yes,27,yes,yes,fiber optic,yes,yes,no,yes,yes,no,month-to-month,no,electronic check,100.75,2793.55
7587-rznme,yes,male,0,no,no,3,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,43.3,123.65
7590-vhveg,no,female,0,yes,no,1,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,29.85,29.85
7593-jnwru,yes,male,0,yes,yes,6,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),44.6,260.8
7593-xfkdi,yes,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,46.3,46.3
7594-lznwr,no,male,1,no,no,34,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,credit card (automatic),69.15,2275.1
7594-rqhxr,yes,female,0,no,yes,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.6,79.6
7595-ehcdl,no,male,0,yes,yes,32,no,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,no,credit card (automatic),50.6,1653.45
7595-euivn,yes,female,0,no,no,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,electronic check,75.8,75.8
7596-iiwyc,no,female,0,no,no,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),20.25,538.2
7596-lduxp,no,female,0,no,no,12,yes,no,fiber optic,yes,no,no,no,yes,no,one year,yes,credit card (automatic),85.15,979.05
7596-zywbb,no,female,0,no,no,65,yes,no,dsl,yes,yes,no,yes,no,no,two year,yes,mailed check,59.6,3739.8
7598-uaasy,yes,male,0,yes,no,2,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,76.4,151.8
7599-fkvxz,yes,male,0,yes,no,42,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),106.15,4512.7
7599-ntmdp,no,female,0,yes,yes,62,no,no phone service,dsl,yes,yes,no,yes,yes,no,two year,no,bank transfer (automatic),48.7,3008.55
7601-dhfwz,no,female,0,no,no,48,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),24.0,1183.05
7601-gndyk,no,male,0,yes,yes,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.6,686.95
7601-wfvzv,no,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.55,19.55
7602-dbtou,no,female,0,yes,no,71,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.6,1416.5
7602-mvrmb,no,female,0,yes,yes,72,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),110.45,8058.85
7603-ushjs,yes,male,0,no,yes,12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),73.75,871.4
7605-bdwdc,no,female,0,no,no,31,no,no phone service,dsl,yes,yes,no,yes,no,yes,two year,yes,bank transfer (automatic),49.85,1520.1
7605-snlqg,no,female,0,yes,no,45,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),50.25,2221.55
7606-bphhn,no,male,0,no,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.8,1468.75
7606-gwmke,,male,0,no,yes,21,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,24.7,467.15
7607-qkktj,no,male,0,yes,yes,45,yes,yes,fiber optic,no,yes,yes,no,no,yes,one year,yes,credit card (automatic),95.0,4368.85
7608-rgiro,no,male,0,no,yes,62,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,24.4,1413
7609-nrnca,no,female,0,no,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.55,280.85
7609-ybpxg,no,male,0,no,no,54,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),87.1,4735.2
7610-tvopg,no,male,0,no,no,15,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,26.35,378.6
7611-ykytc,no,male,0,yes,yes,22,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),75.0,1573.95
7613-llqfo,yes,male,0,no,no,12,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,84.45,1059.55
7614-qvwql,yes,male,0,yes,yes,49,no,no phone service,dsl,no,yes,no,no,yes,yes,one year,yes,bank transfer (automatic),51.8,2541.25
7615-esmyf,yes,female,0,yes,no,2,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,no,electronic check,44.6,97.1
7617-eyglw,no,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.45,19.45
7619-odsgn,yes,male,0,yes,yes,24,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,54.75,1338.15
7619-plrlp,no,female,0,yes,no,53,yes,yes,dsl,yes,yes,yes,no,no,yes,one year,no,bank transfer (automatic),74.1,3833.95
7621-vpnet,no,female,0,yes,no,42,yes,yes,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,credit card (automatic),85.9,3729.75
7622-fwgew,no,male,1,yes,no,56,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),85.65,4824.45
7622-nxqzr,no,male,0,no,no,28,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,yes,credit card (automatic),30.1,810.85
7623-hkyrk,no,male,0,no,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.7,111.65
7623-trnqn,yes,male,0,no,yes,1,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed check,49.9,49.9
7625-xcqrh,yes,female,0,no,no,11,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,76.5,837.95
7627-jkiaz,yes,female,0,yes,no,37,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),78.95,2839.65
7629-wfglw,no,female,1,yes,no,56,yes,yes,fiber optic,yes,yes,yes,yes,no,no,one year,no,electronic check,95.65,5471.75
7629-wixzf,no,female,0,no,no,7,yes,no,dsl,yes,no,no,no,no,yes,one year,yes,electronic check,59.1,369.25
7632-mnyoy,yes,male,1,no,no,66,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,no,credit card (automatic),110.9,7432.05
7632-yutxb,no,female,0,yes,yes,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.05,520.1
7633-mvpuy,no,male,0,yes,no,57,yes,no,dsl,yes,yes,no,yes,no,no,two year,yes,electronic check,59.75,3450.15
7634-hlqjr,no,female,0,yes,yes,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.05,1016.7
7634-wswdb,no,female,0,no,yes,8,no,no phone service,dsl,yes,no,no,no,no,yes,month-to-month,yes,electronic check,38.5,330.8
7636-owbpg,no,male,1,no,no,12,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),29.35,381.2
7636-pepns,no,female,0,yes,yes,58,yes,no,dsl,no,no,no,no,no,no,one year,yes,mailed check,44.1,2413.05
7636-xuhww,no,male,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),19.9,33.7
7637-ikujq,,male,0,yes,no,57,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,month-to-month,yes,electronic check,103.05,5925.75
7638-qvmvy,yes,female,0,no,no,7,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.0,522.95
7639-liayi,no,male,0,no,no,52,yes,yes,dsl,yes,no,no,yes,yes,yes,two year,yes,credit card (automatic),79.75,4217.8
7639-oplng,no,male,0,yes,yes,70,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),79.25,5731.85
7639-supcw,yes,female,0,no,no,22,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),48.8,1054.6
7641-euyet,yes,male,1,yes,yes,46,yes,yes,fiber optic,yes,yes,yes,no,yes,no,month-to-month,yes,electronic check,100.7,4541.2
7641-tqfhn,no,male,0,no,yes,39,yes,yes,fiber optic,no,no,no,yes,yes,yes,two year,no,mailed check,100.55,3895.35
7643-rchxs,no,female,0,yes,yes,63,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,19.35,1263.85
7644-omvmy,no,male,0,yes,yes,0,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.85,
7647-gyykx,no,female,0,yes,yes,54,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),20.35,1092.35
7649-phjvr,no,male,0,no,no,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.5,226.8
7649-sijjf,no,male,0,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,mailed check,80.1,5585.4
7654-ywjuf,no,male,0,yes,no,43,yes,no,fiber optic,yes,no,yes,yes,no,no,one year,yes,bank transfer (automatic),84.25,3539.25
7657-dyepj,yes,male,1,no,no,38,yes,no,dsl,no,yes,yes,yes,yes,no,one year,yes,credit card (automatic),70.15,2497.35
7658-uyuqs,no,male,1,yes,no,21,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,no,bank transfer (automatic),86.55,1857.25
7660-hdpjv,yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.2,69.2
7661-cpurm,no,male,0,no,no,19,yes,no,fiber optic,no,no,no,yes,no,yes,one year,yes,credit card (automatic),87.7,1725.95
7662-twisv,,female,0,no,yes,51,no,no phone service,dsl,yes,no,yes,yes,yes,yes,one year,no,bank transfer (automatic),60.15,3077
7663-cuxzb,no,male,0,yes,no,59,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,electronic check,113.75,6561.25
7663-rgwbc,yes,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,44.15,44.15
7663-yjhsn,no,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),103.95,7556.9
7663-ztegj,no,male,0,no,yes,29,yes,yes,fiber optic,no,yes,yes,yes,no,yes,one year,no,credit card (automatic),100.55,2830.45
7665-nklav,no,female,0,yes,yes,36,no,no phone service,dsl,yes,no,yes,yes,no,no,two year,no,credit card (automatic),40.65,1547.35
7665-toald,yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.6,69.6
7665-vigud,no,male,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.35,176.3
7666-wkron,yes,female,0,no,no,39,yes,no,fiber optic,no,no,yes,yes,no,no,two year,yes,electronic check,80.45,3201.55
7668-xcfyv,no,female,1,yes,no,17,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,92.55,1614.7
7669-lcrsd,no,male,0,yes,yes,12,yes,no,dsl,no,no,no,no,yes,no,month-to-month,yes,mailed check,56.3,628.65
7670-zbpoq,no,female,0,yes,no,58,yes,yes,dsl,yes,no,no,yes,no,no,one year,yes,bank transfer (automatic),61.05,3478.75
7672-vfmxz,no,male,0,yes,no,57,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,electronic check,55.7,3171.6
7673-bqgku,no,female,0,yes,yes,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.15,1337.5
7673-lprny,no,female,0,no,no,23,yes,yes,dsl,yes,no,yes,no,yes,yes,one year,yes,electronic check,78.55,1843.05
7674-ytafd,no,female,0,no,no,33,yes,no,fiber optic,no,yes,no,yes,no,no,one year,yes,bank transfer (automatic),79.95,2684.85
7675-ozczg,yes,female,1,no,no,3,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.0,127.1
7677-sjjjk,no,male,0,yes,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.9,153.95
7682-azndk,no,male,0,yes,yes,34,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,89.85,3091.75
7683-cbdkj,yes,male,0,yes,yes,14,yes,no,dsl,yes,yes,no,no,yes,no,month-to-month,yes,electronic check,65.45,937.6
7684-xsziy,no,male,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.3,1643.25
7688-awmdx,no,male,0,yes,no,71,yes,no,dsl,yes,no,no,yes,no,no,two year,no,bank transfer (automatic),54.5,3778.2
7690-kpncu,no,male,0,yes,yes,64,yes,no,dsl,yes,no,yes,no,yes,yes,one year,yes,credit card (automatic),73.05,4688.65
7691-kgkgp,no,male,0,yes,yes,53,yes,no,dsl,no,yes,no,yes,yes,no,month-to-month,no,credit card (automatic),65.0,3363.8
7691-xvtzh,no,female,0,yes,no,68,yes,yes,fiber optic,no,no,yes,no,yes,no,two year,yes,bank transfer (automatic),89.95,5974.3
7693-lckzl,yes,male,0,yes,yes,5,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,80.15,385
7693-qpefs,no,male,1,no,no,52,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),72.95,3829.75
7694-vlbwq,yes,male,0,yes,no,67,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,no,electronic check,104.1,7040.85
7695-pklcz,no,female,0,no,no,68,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.5,1424.9
7696-amhod,no,female,0,yes,yes,49,yes,no,dsl,no,yes,yes,no,yes,yes,one year,no,credit card (automatic),78.0,3824.2
7696-cftat,no,male,0,yes,yes,37,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.8,726.1
7698-yfgez,no,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.0,20
7703-zekef,yes,male,0,no,no,23,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,81.0,1917.1
7706-dznkk,no,male,0,no,no,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),20.45,237.3
7706-ylmqa,no,female,0,no,no,70,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.7,1341.5
7707-pybbh,no,male,0,no,no,40,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,yes,mailed check,61.9,2647.1
7709-fqreh,,female,0,yes,no,18,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,electronic check,88.85,1594.75
7710-jsyoa,no,female,0,yes,yes,69,yes,yes,fiber optic,no,yes,no,yes,no,yes,two year,yes,bank transfer (automatic),93.3,6398.05
7711-gqbzc,no,female,0,yes,yes,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.7,1810.55
7711-yijwc,no,male,0,yes,yes,61,yes,no,dsl,yes,yes,yes,yes,yes,yes,one year,no,bank transfer (automatic),84.9,5264.5
7714-yxsmb,no,female,0,no,no,26,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),100.5,2599.95
7716-ytyhg,yes,female,0,yes,yes,48,yes,yes,fiber optic,no,no,no,no,no,yes,one year,yes,mailed check,82.05,4029.95
7717-bicxi,no,male,0,yes,yes,60,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.55,1205.05
7718-rxdgg,no,male,0,yes,no,15,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),68.6,1108.6
7718-upskj,no,female,0,yes,no,69,yes,no,fiber optic,yes,yes,no,yes,yes,yes,one year,yes,credit card (automatic),106.4,7251.9
7721-dvekz,no,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.65,19.65
7721-jxeaw,yes,male,0,yes,no,59,no,no phone service,dsl,no,yes,no,no,no,yes,month-to-month,yes,bank transfer (automatic),41.05,2452.7
7722-cvfxn,no,male,0,yes,yes,54,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,electronic check,105.2,5637.85
7722-vjrqd,no,male,0,yes,yes,72,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),60.95,4549.05
7727-shvzv,no,female,0,no,no,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.5,150.35
7729-jteec,no,male,0,yes,yes,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,44.5,90.05
7729-xbtwx,no,male,0,yes,yes,66,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.75,1344.5
7730-cldsv,no,female,0,yes,yes,72,yes,yes,fiber optic,no,yes,yes,yes,no,yes,two year,yes,bank transfer (automatic),98.65,7129.45
7730-iutdz,yes,male,0,no,no,43,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,75.2,3198.6
7733-udmtp,no,female,1,no,no,57,no,no phone service,dsl,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,55.0,3094.05
7734-dboai,yes,female,0,yes,yes,1,no,no phone service,dsl,no,no,no,yes,yes,no,month-to-month,no,electronic check,40.1,40.1
7739-laxog,yes,female,0,yes,yes,32,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),91.05,2954.5
7740-btpux,no,male,1,yes,no,55,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,electronic check,113.6,6292.7
7740-kkcxf,no,male,0,yes,no,51,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),30.05,1529.45
7742-mypgi,no,female,0,yes,yes,6,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed check,48.8,297.35
7743-exurx,yes,male,0,yes,yes,8,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,51.05,415.05
7746-awnqw,no,female,0,no,no,28,no,no phone service,dsl,no,no,yes,yes,no,no,month-to-month,yes,mailed check,35.75,961.4
7746-qyvco,no,male,0,yes,yes,16,yes,no,dsl,yes,yes,no,no,no,no,one year,yes,mailed check,55.85,857.8
7748-umtrk,no,female,1,no,yes,30,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,101.3,2974.5
7750-eyxwz,no,female,0,no,no,12,no,no phone service,dsl,no,yes,yes,yes,yes,yes,one year,no,electronic check,60.65,743.3
7752-xusci,yes,female,0,no,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.9,6396.45
7753-usqyq,no,male,0,no,no,55,yes,no,dsl,no,yes,no,yes,no,yes,one year,yes,electronic check,64.2,3627.3
7754-ixrmc,no,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.35,45.35
7758-ujwys,no,male,0,yes,yes,34,no,no phone service,dsl,no,no,no,yes,yes,no,two year,yes,electronic check,40.55,1325.85
7758-xkcbs,yes,male,0,no,no,15,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic check,29.7,438.25
7760-oypdy,yes,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.65,144.15
7762-onljy,no,female,0,yes,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.7,94.45
7762-urzqh,yes,male,0,yes,no,66,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,yes,credit card (automatic),106.05,6981.35
7764-bdpee,no,male,0,no,yes,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.85,60.65
7765-lwvvh,no,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,no,no,yes,no,two year,yes,electronic check,95.1,6843.15
7766-cltic,no,female,0,no,no,10,yes,no,dsl,no,no,no,yes,no,yes,month-to-month,yes,mailed check,60.95,629.55
7766-cvtaf,,male,0,yes,yes,43,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.25,1077.95
7767-uxagj,yes,male,0,no,no,1,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,50.45,50.45
7771-cfqrq,no,female,0,yes,yes,47,yes,no,dsl,no,yes,no,yes,no,yes,two year,no,bank transfer (automatic),63.8,3007.25
7771-zonat,no,male,0,no,no,22,no,no phone service,dsl,no,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),56.75,1304.85
7774-ojsxi,yes,male,0,no,no,31,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,103.45,3066.45
7776-qgyjc,no,female,0,yes,yes,39,yes,no,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,bank transfer (automatic),81.5,3107.3
7776-qwnfx,yes,male,1,yes,no,30,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),50.4,1527.5
7777-unyhb,no,female,0,yes,yes,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),20.1,232.4
7779-lgovn,yes,male,1,yes,no,10,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,86.65,856.65
7779-orael,no,male,1,yes,no,45,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,no,credit card (automatic),75.15,3480.35
7780-otdso,yes,male,0,yes,no,18,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,99.4,1742.95
7781-ewara,no,male,0,yes,yes,70,no,no phone service,dsl,no,yes,yes,yes,yes,yes,one year,no,electronic check,60.35,4138.7
7781-hvgmk,no,female,0,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),65.2,4784.45
7783-ykgdv,yes,female,0,no,no,12,yes,yes,fiber optic,yes,yes,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),99.7,1238.45
7785-rdvig,no,female,0,yes,yes,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.3,54.7
7786-wbjyi,yes,female,0,no,no,4,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),77.95,305.55
7787-bntzm,no,male,0,no,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),20.15,130.5
7789-cruvc,no,female,1,yes,no,61,yes,yes,fiber optic,yes,yes,yes,yes,no,no,month-to-month,yes,credit card (automatic),94.2,5895.45
7789-hksbs,no,female,1,yes,no,42,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),105.2,4599.15
7794-jasdg,no,male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,50.75,50.75
7795-cfocw,no,male,0,no,no,45,no,no phone service,dsl,yes,no,yes,yes,no,no,one year,no,bank transfer (automatic),42.3,1840.75
